,time,mem_transfer_included,gpu_or_naive,sub_function,num_rows,num_cols
387,0.00029491201043128966,False,gpu,calculate_score,100,1000
388,0.0008227519989013673,True,gpu,choose_best_score,100,1000
389,0.00010742399841547012,False,gpu,choose_best_score,100,1000
390,0.00045139199495315555,True,gpu,split_data,100,1000
391,4.454400017857552e-05,False,gpu,split_data,100,1000
392,2.8133392333984375e-05,True,gpu,check_terminal_case,1000,46
393,0.0005713919997215271,True,gpu,calculate_score,46,1000
394,0.0001417279988527298,False,gpu,calculate_score,46,1000
395,0.0007465919852256775,True,gpu,choose_best_score,46,1000
396,0.00011993599683046341,False,gpu,choose_best_score,46,1000
397,0.00037702399492263797,True,gpu,split_data,46,1000
398,4.899200052022934e-05,False,gpu,split_data,46,1000
399,2.8133392333984375e-05,True,gpu,check_terminal_case,1000,54
400,1.0251998901367188e-05,True,gpu,check_terminal_case,1000,24
401,1.0013580322265625e-05,True,gpu,check_terminal_case,1000,22
402,0.022655248641967773,True,gpu,top_level,100,1000
403,0.007495403289794922,True,sklearn,top_level,1000,1000
404,4.029273986816406e-05,True,gpu,check_terminal_case,1000,1000
405,0.01265775966644287,True,gpu,calculate_score,1000,1000
406,0.010999327659606933,False,gpu,calculate_score,1000,1000
407,0.003293888092041016,True,gpu,choose_best_score,1000,1000
408,0.00016764800250530242,False,gpu,choose_best_score,1000,1000
409,0.0015382080078125,True,gpu,split_data,1000,1000
410,6.815999746322632e-05,False,gpu,split_data,1000,1000
411,5.078315734863281e-05,True,gpu,check_terminal_case,1000,458
412,0.003547136068344116,True,gpu,calculate_score,458,1000
413,0.002560256004333496,False,gpu,calculate_score,458,1000
414,0.001862720012664795,True,gpu,choose_best_score,458,1000
415,0.00014326399564743041,False,gpu,choose_best_score,458,1000
416,0.0007704319953918457,True,gpu,split_data,458,1000
417,5.718399956822395e-05,False,gpu,split_data,458,1000
418,4.220008850097656e-05,True,gpu,check_terminal_case,1000,542
419,1.33514404296875e-05,True,gpu,check_terminal_case,1000,207
420,1.2159347534179688e-05,True,gpu,check_terminal_case,1000,251
421,0.21236252784729004,True,gpu,top_level,1000,1000
